function	description	10918.38802.R1.fastq.gz	10918.38895.R1.fastq.gz	10918.38896.R1.fastq.gz	10918.38899.R1.fastq.gz	10918.38903.R1.fastq.gz	10918.39015.R1.fastq.gz	10918.39024.R1.fastq.gz	10918.39025.R1.fastq.gz	10918.39027.R1.fastq.gz	10918.39028.R1.fastq.gz	10918.39029.R1.fastq.gz	10918.39125.R1.fastq.gz	10918.39127.R1.fastq.gz	10918.39130.R1.fastq.gz	10918.39136.R1.fastq.gz
K06443	lcyB, crtL1, crtY; lycopene beta-cyclase [EC:5.5.1.19]	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	2.0	10.0	0.0	0.0	2.0	0.0	0.0
K06445	fadE; acyl-CoA dehydrogenase [EC:1.3.99.-]	255.07	1192.6	1655.2	2600.6	5395.969999999999	3172.0	4199.0	1040.6	1684.0300000000002	65.0	4627.5	90.1	234.4	1055.6	4395.099999999999
K06446	DCAA; acyl-CoA dehydrogenase [EC:1.3.99.-]	301.5	23.5	53.5	7.0	2.0	30.0	0.0	26.5	28.5	41.5	97.8	0.0	13.0	11.0	69.4
K06447	astD; succinylglutamic semialdehyde dehydrogenase [EC:1.2.1.71]	253.4	1192.6	1655.2	2600.6	5395.969999999999	3172.0	4199.0	1022.6	1667.7	58.0	4627.5	75.6	234.4	1055.6	4384.099999999999
K06518	cidA; holin-like protein	17762.27	33867.02	7233.079999999999	19123.77	14605.54	5166.2	8430.0	2911.61	9847.65	6752.7	11118.2	2058.56	18823.370000000003	10295.100000000002	12766.07
K06591	ITGB8; integrin beta 8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
K06595	hemAT; heam-based aerotactic trancducer	29.0	0.0	0.0	41.0	0.0	0.0	0.0	29.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
K06596	chpA; chemosensory pili system protein ChpA (sensor histidine kinase/response regulator)	1.67	0.0	0.0	0.0	0.67	0.0	0.0	0.0	20.33	61.4	28.9	0.0	0.0	0.0	677.2
K06597	chpB; chemosensory pili system protein ChpB (putative protein-glutamate methylesterase)	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.33	0.0	0.0	0.0	0.0	0.0	11.0
K06598	chpC; chemosensory pili system protein ChpC	1.67	0.0	0.0	0.0	0.67	0.0	0.0	0.0	16.33	0.0	0.0	0.0	0.0	0.0	624.0000000000001
K06601	flbT; flagellar protein FlbT	0.8	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
K06602	flaF; flagellar protein FlaF	0.8	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
K06603	flaG; flagellar protein FlaG	56.42	260.25	40.0	356.0	0.67	0.42	191.0	54.58	2696.42	29.0	528.0	78.0	6.0	1.33	631.0
K06605	iolH; myo-inositol catabolism protein IolH	186.2	146.4	72.0	1160.0	4816.57	30.8	866.8	111.4	1504.8	51.6	636.8	61.8	54.6	28.0	3037.8
K06606	iolI; 2-keto-myo-inositol isomerase [EC:5.3.99.11]	71.2	141.4	72.0	1146.0	4798.57	21.8	294.8	9.4	770.8	51.6	480.8	61.8	25.6	18.0	3479.8
K06608	iolR; DeoR family transcriptional regulator, myo-inositol catabolism operon repressor	51.42	893.25	15.85	0.0	131.54	25.42	286.0	6.08	125.42	18.0	78.0	5.0	26.0	3.33	0.0
K06609	iolT; MFS transporter, SP family, major inositol transporter	42.42	167.25	0.0	18.0	18.5	35.42	0.0	105.08	2.42	10.0	11.0	28.0	39.0	65.33	0.0
K06610	iolF; MFS transporter, SP family, inositol transporter	23.0	0.0	0.0	10.0	18.0	9.0	0.0	102.0	0.0	0.0	0.0	0.0	29.0	10.0	0.0
K06714	rocR; arginine utilization regulatory protein	0.0	2386.1	340.2	1035.0	310.8	18.0	16.0	0.0	12.0	16.6	289.1	0.0	2792.0	0.0	0.0
K06718	ectA; L-2,4-diaminobutyric acid acetyltransferase [EC:2.3.1.178]	29.0	0.0	0.0	18.0	0.0	0.0	0.0	29.0	2.0	16.0	0.0	2.0	0.0	0.0	0.0
K06720	ectC; L-ectoine synthase [EC:4.2.1.108]	29.0	0.0	0.0	18.0	0.0	0.0	0.0	47.0	2.0	16.0	0.0	2.0	0.0	0.0	0.0
K06726	rbsD; D-ribose pyranase [EC:5.4.99.62]	15994.32	13285.35	6875.049999999999	3393.1	9590.51	6612.32	7090.7	2740.88	2998.12	6530.6	9374.6	2145.1	3618.1	6294.93	8898.9
K06857	tupC, vupC; tungstate transport system ATP-binding protein [EC:3.6.3.55]	18.4	0.0	0.0	214.0	0.0	0.0	0.0	0.0	0.0	15.0	105.0	7.0	0.0	10.0	0.0
K06858	ABC.VB12.S1, btuF; vitamin B12 transport system substrate-binding protein	253.4	1192.6	1655.2	2600.6	5395.969999999999	3172.0	4199.0	1022.6	1666.7	62.6	4598.6	88.1	234.4	1055.6	4330.9
K06859	pgi1; glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]	64.0	339.0	0.0	5207.0	20.0	18.0	4.0	0.0	6.0	42.0	175.0	107.0	706.0	6.0	10.0
K06860	K06860; putative heme uptake system protein	64.0	28.0	2.0	17.0	29.0	42.0	0.0	124.17	5.0	13.67	11.0	113.0	49.0	94.0	174.67
K06861	lptB; lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]	15960.89	30131.6	6555.87	17385.6	9264.97	4134.75	4248.0	2660.4300000000003	8124.76	5756.0	10504.97	1710.27	21146.9	10071.1	8948.099999999999
K06864	larE; pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase	15759.59	12447.35	5318.37	1819.5	4391.8	824.92	4019.0	543.08	6218.25	6056.1	6909.77	1437.17	6037.0	5020.33	4414.0
K06866	grcA; autonomous glycyl radical cofactor	259.4	1422.6	1655.2	2600.6	5412.3	3844.0	4202.0	1028.6	1666.7	438.6	4598.6	96.1	234.4	1109.6	4223.9
K06867	K06867; uncharacterized protein	787.5400000000001	3295.0000000000005	4895.6	5954.799999999999	6814.939999999999	9475.899999999998	12603.399999999998	3216.5000000000005	3706.16	251.4	13017.7	122.2	672.0000000000001	3364.8	6157.099999999999
K06871	K06871; uncharacterized protein	17621.44	55681.8	10816.7	38200.3	7376.55	11054.139999999998	29687.2	6110.6900000000005	17526.940000000002	6466.95	20784.4	2454.15	24606.5	16283.46	8005.3
K06872	K06872; uncharacterized protein	16510.11	33110.45	6783.2	16447.6	4980.4	4124.62	17554.2	2673.03	8093.880000000001	6223.4	9753.5	1824.3	17781.3	10060.43	5923.8
K06873	K06873; uncharacterized protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0
K06876	K06876; deoxyribodipyrimidine photolyase-related protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0	27.5	2.0	0.0	0.0	0.0
K06877	K06877; DEAD/DEAH box helicase domain-containing protein	83.67	28.0	11.0	257.0	29.0	42.0	1610.0	106.17	263.33	31.67	44.0	120.0	59.0	104.0	185.67
K06878	K06878; tRNA-binding protein	2519.1	1218.87	2260.53	1847.27	1144.4	5370.53	18689.7	2402.53	1241.73	706.4000000000001	4827.7	1044.46	1000.97	1425.27	1592.47
K06879	queF; 7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	261.07	1422.6	1655.2	2600.6	5433.37	3844.0	4202.0	1028.6	1687.0300000000002	451.0	4627.5	113.1	234.4	1109.6	7235.299999999999
K06880	ereA_B; erythromycin esterase [EC:3.1.1.-]	10.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
K06881	nrnA; bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]	18425.84	32386.02	6048.55	15331.17	4932.34	2989.4	16362.7	3125.94	10099.98	6462.1	7903.570000000001	2754.83	22786.870000000003	9374.5	5203.67
K06883	K06883; uncharacterized protein	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0
K06884	K06884; uncharacterized protein	458.0700000000001	2102.4	3166.4	2901.2	1420.47	6300.4	8380.4	2026.4	2046.13	12.0	8391.6	33.6	433.6	2075.2	2326.2
K06885	K06885; uncharacterized protein	2648.25	17765.67	727.3299999999999	10388.67	566.0	2718.08	16902.5	2449.83	3661.33	976.25	2196.0	1171.91	5761.67	4565.17	770.67
K06886	glbN; hemoglobin	47.07	4.0	0.0	49.0	0.0	0.0	0.0	77.5	3287.33	33.0	0.0	90.0	2.0	6.0	17.0
K06887	K06887; uncharacterized protein	228.2	1051.2	1583.2	1454.6	709.4	3150.2	4190.2	1013.2	998.4	6.0	4195.8	16.8	216.8	1217.6	793.6
K06888	K06888; uncharacterized protein	54.0	776.1	340.2	268.0	312.8	19.0	1896.0	3.0	258.0	446.6	636.1	21.0	108.0	2.0	0.0
K06889	K06889; uncharacterized protein	20244.09	72616.59999999999	23109.710000000003	57164.8	21359.7	28815.95	50385.7	20489.56	35226.86	28295.45	36868.41	25604.09	61144.6	25067.3	27956.6
K06890	K06890; uncharacterized protein	30337.17	21021.97	25038.73	11080.37	18033.7	20707.78	21405.7	16349.71	6193.66	30948.35	22541.2	25876.98	15922.37	15465.87	23843.17
K06891	clpS; ATP-dependent Clp protease adaptor protein ClpS	612.89	1769.85	1706.2	12759.6	5424.969999999999	3220.42	5221.0	1177.85	1712.85	142.67	5630.3	322.1	293.4	1162.93	4569.77
K06893	K06893; uncharacterized protein	0.0	0.0	0.0	0.0	0.67	0.0	0.0	68.33	0.0	0.0	0.0	3.0	0.0	0.0	171.0
K06894	K06894; uncharacterized protein	587.4200000000001	2254.8	3251.07	6735.199999999999	6115.369999999999	6323.95	8389.199999999999	3115.3	5950.43	125.35	10720.07	220.65	14952.7	4542.7	5165.5
K06895	lysE, argO; L-lysine exporter family protein LysE/ArgO	15624.74	12933.6	6545.2	3330.6	9277.04	4135.75	4242.0	1691.02	2626.36	5696.67	7688.5	1568.1	2524.4	6049.6	12018.97
K06896	mapP; maltose 6'-phosphate phosphatase [EC:3.1.3.90]	1875.5	85.67	573.1800000000001	162.67000000000002	533.54	56.33	12354.5	1243.0	157.33	782.6700000000001	890.0	988.66	314.17	147.67000000000002	885.3399999999999
K06897	K06897; 7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene 5'-phosphate synthase [EC:2.5.1.105]	90.57	1229.85	385.05	1500.5	561.34	441.32	715.2	1112.03	3382.92	821.85	2107.1	142.25	3963.7	2161.83	451.5
K06898	larB; pyridinium-3,5-biscarboxylic acid mononucleotide synthase [EC:2.5.1.143]	15709.59	12422.35	5318.37	1816.5	4438.8	817.92	2928.0	540.08	6218.25	6038.1	6378.77	1437.17	5931.0	5020.33	4414.0
K06899	ndpA; nucleoid-associated protein	259.4	1422.6	1655.2	2600.6	5413.639999999999	3844.0	4202.0	1028.6	1666.7	438.6	4598.6	98.1	234.4	1109.6	5007.9
K06901	pbuG; putative MFS transporter, AGZA family, xanthine/uracil permease	33588.2	30726.72	29674.58	17754.07	25829.959999999995	31465.04	49446.3	19097.49	13738.45	33514.64	34574.9	26531.46	33576.97	18280.06	31490.710000000003
K06902	UMF1; MFS transporter, UMF1 family	15150.5	7333.5	16294.5	7025.0	7676.0	13266.4	3706.2	12599.87	829.5	25211.17	10464.0	23575.5	13489.2	8605.0	14755.67
K06903	K06903; uncharacterized protein	32.0	11.0	0.0	2485.0	30.9	0.0	0.0	0.0	19.5	5.0	0.0	53.0	0.0	0.0	2838.7
K06904	K06904; uncharacterized protein	32.4	5.0	0.0	2481.0	57.0	6.0	52.0	18.0	124.0	36.5	0.0	106.0	0.0	2.0	5.0
K06905	K06905; uncharacterized protein	0.0	2.0	0.0	8.0	20.9	1.75	0.0	31.25	19.5	0.0	0.0	20.0	0.0	0.0	2833.7
K06906	K06906; uncharacterized protein	0.0	0.0	0.0	8.0	20.9	0.0	0.0	0.0	19.5	0.0	0.0	0.0	0.0	0.0	2833.7
K06907	K06907; uncharacterized protein	32.0	389.0	0.0	2485.0	30.9	7.75	805.0	31.25	19.5	393.0	0.0	53.0	0.0	0.0	2838.7
K06908	K06908; uncharacterized protein	0.0	0.0	0.0	8.0	20.9	0.0	0.0	0.0	19.5	0.0	0.0	0.0	0.0	0.0	2833.7
K06909	xtmB; phage terminase large subunit	0.0	17.1	340.2	0.0	310.8	0.0	0.0	3.33	3277.0	0.6	5.1	0.0	0.0	180.0	0.0
K06910	K06910; uncharacterized protein	14795.59	7679.650000000001	20036.1	11947.2	14140.669999999996	20981.62	9521.2	14719.55	5767.35	25353.37	19482.5	23681.4	14202.2	10794.53	20393.17
K06911	K06911; uncharacterized protein	1098.75	16048.1	8400.42	13138.2	19403.12	6675.799999999999	8919.8	4642.099999999999	10520.85	5557.15	15297.27	1763.42	18563.4	6803.2	19458.1
K06912	tfdA; alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase [EC:1.14.11.-]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K06915	K06915; uncharacterized protein	493.79	1593.52	1915.53	3081.27	5445.969999999999	4721.549999999999	4786.9	2585.24	5300.28	828.0	4638.5	925.26	11887.97	1296.6	5634.77
K06916	zapE; cell division protein ZapE	264.47	1192.6	1657.2	2595.6	5408.31	3179.0	4199.0	1043.2700000000002	1691.0300000000002	81.67	4627.5	191.1	242.4	1085.6	5769.77
K06917	selU; tRNA 2-selenouridine synthase [EC:2.9.1.-]	256.4	1209.7	2091.25	2603.6	5831.81	3172.0	4261.0	1029.6	1713.7	77.2	4729.7	90.1	234.4	1055.6	4330.9
K06918	K06918; uncharacterized protein	259.8	1422.6	1655.2	2600.6	5412.3	3844.0	4202.0	1046.6	1666.7	438.6	4598.6	98.1	234.4	1109.6	4223.9
K06919	K06919; putative DNA primase/helicase	292.02000000000004	6627.2	1709.2	2371.6	732.3	3169.2	4224.7	3094.45	1025.23	146.25	4370.8	810.05	1108.3	3226.1	3188.8
K06920	queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	16073.31	30382.02	6626.2	16285.77	9393.31	4658.25	6922.0	2690.59	8232.51	6055.5	11100.97	1924.43	21260.57	10209.1	9945.77
K06921	K06921; uncharacterized protein	671.25	35409.0	29.0	25138.0	70.0	39.5	2645.0	1171.41	210.8	68.5	2084.6	431.0	2790.0	5685.5	427.0
K06923	K06923; uncharacterized protein	123.82	3459.25	23.0	1363.0	160.67000000000002	922.82	4767.2	110.78	3236.42	770.4	1531.9	196.5	1131.2	124.33	1074.2
K06925	tsaE; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	32248.91	38713.62	23942.75	24774.77	17947.31	19160.4	20576.7	16623.21	11799.01	31745.77	22403.07	26384.93	36162.27	18951.1	24843.44
K06926	K06926; uncharacterized protein	407.0	19846.0	107.0	10779.0	46.0	1207.6999999999998	2439.6	409.1	3322.4	572.0	2097.8	222.5	2244.6	1993.0	817.0
K06928	NTPCR; nucleoside-triphosphatase [EC:3.6.1.15]	16.0	208.0	0.0	14.0	21.0	6.0	805.0	0.0	124.0	14.0	3.0	0.0	0.0	2.0	0.0
K06929	K06929; uncharacterized protein	16264.3	12493.37	7402.73	3513.27	9881.1	3977.33	18734.5	2782.1	2833.53	5978.87	8342.7	2403.76	2083.57	6211.27	8619.24
K06934	K06934; uncharacterized protein	322.20000000000005	3692.2	1623.2	1457.6	842.4	3163.2	4507.2	1036.7	1018.9	417.0	4829.8	29.8	342.8	1037.6	800.6
K06937	K06937; 7,8-dihydro-6-hydroxymethylpterin dimethyltransferase [EC:2.1.1.-]	30.0	0.0	0.0	222.0	21.0	0.0	0.0	18.0	0.0	0.0	7.0	7.0	0.0	10.0	0.0
K06938	K06938; uncharacterized protein	253.8	1192.6	1655.2	2600.6	5396.639999999999	3172.0	4199.0	1040.6	1667.7	77.0	4627.5	101.1	234.4	1055.6	4997.099999999999
K06940	K06940; uncharacterized protein	445.24	1828.27	1932.2	3100.27	5586.38	3655.73	5533.7	2301.13	10781.19	855.0	7478.27	981.43	840.77	1174.27	9186.77
K06941	rlmN; 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	31902.31	41315.62	23795.75	25563.77	17864.31	17880.8	20841.9	16621.41	12203.51	31768.77	22889.07	26389.93	35977.47	18814.1	24842.44
K06942	ychF; ribosome-binding ATPase	32249.31	38713.62	23951.75	24774.77	17947.31	19160.4	20576.7	16641.21	11921.01	31750.77	22403.07	26384.93	36162.27	18951.1	24843.44
K06945	K06945; uncharacterized protein	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.33	0.8	27.5	7.0	0.0	0.0	51.0
K06946	K06946; uncharacterized protein	456.4	2102.4	3166.4	2909.2	1439.2	6300.4	8380.4	2026.4	1996.8	12.0	8391.6	33.6	433.6	2255.2	3921.4
K06948	yqeH; 30S ribosome assembly GTPase	2286.5	178.67000000000002	677.3299999999999	389.67	435.0	2228.08	14499.5	1420.58	241.33	682.0	603.0	999.66	786.17	389.67	745.67
K06949	rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]	19370.06	33831.72	8368.95	18316.77	11031.11	6882.4	33769.7	5347.13	11823.01	7051.290000000001	13811.169999999998	3197.1800000000003	26753.77	12767.6	10458.11
K06950	K06950; uncharacterized protein	32507.7	52041.8	35740.24999999999	39516.1	17424.58	31582.1	31142.4	30583.56	10986.7	50812.85	28712.5	49040.55	50265.0	26431.6	31841.1
K06951	K06951; uncharacterized protein	14.0	0.0	0.0	211.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	10.0	0.0
K06952	K06952; uncharacterized protein	270.6	1061.2	1583.2	1457.6	730.4	3150.2	4400.2	1031.2	1011.4	50.0	4198.8	43.8	216.8	1037.6	801.6
K06953	K06953; uncharacterized protein	2.07	0.0	0.0	0.0	0.0	0.0	0.0	18.0	16.33	0.0	0.0	4.0	0.0	0.0	11.0
K06954	K06954; uncharacterized protein	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.33	5.4	28.9	0.0	0.0	0.0	64.2
K06955	K06955; uncharacterized protein	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0	0.0	613.0
K06956	K06956; uncharacterized protein	17644.899999999998	12617.7	7258.75	3163.1	10136.31	4420.9	19967.2	1697.3000000000002	3048.2	5754.1	9075.6	1588.1	2240.6	6097.6	8498.599999999999
K06957	tmcA; tRNA(Met) cytidine acetyltransferase [EC:2.3.1.193]	259.4	1422.6	1655.2	2592.6	5412.3	3844.0	4202.0	1028.6	1666.7	438.6	4598.6	98.1	234.4	1109.6	4223.9
K06958	rapZ; RNase adapter protein RapZ	31880.49	21194.620000000003	23939.08	11124.77	17909.31	19145.4	21371.7	15574.63	6281.280000000001	31699.77	19661.6	26132.76	20305.77	14883.6	24813.44
K06959	tex; protein Tex	18711.64	34103.619999999995	7701.08	16877.77	10353.31	6773.4	22438.7	4102.88	9697.68	6926.77	11130.4	2936.26	23701.27	10510.1	10253.44
K06960	K06960; uncharacterized protein	31606.09	19768.02	22288.55	8064.17	12499.34	15234.4	16364.7	14505.53	6797.58	31270.77	16588.77	25942.33	20049.370000000003	13768.0	19912.34
K06962	K06962; uncharacterized protein	17563.42	11480.35	5788.55	680.5	4634.34	318.92	12390.5	1819.08	1098.92	5663.1	3804.1	2192.5	5267.5	5009.33	4110.0
K06966	ppnN; pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]	15014.18	41569.0	18153.87	32709.6	17883.71	17846.55	4268.8	15746.75	8186.22	25391.67	18861.67	24296.57	38136.0	17915.6	23862.77
K06967	trmK; tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]	17729.92	14821.52	5982.38	1461.17	4893.01	2942.65	15521.7	2004.11	4318.75	6393.6	5122.1	2476.16	6915.37	5284.0	5783.67
K06968	rlmM; 23S rRNA (cytidine2498-2'-O)-methyltransferase [EC:2.1.1.186]	275.07	1422.6	1655.2	2811.6	5412.969999999999	3844.0	4202.0	1028.6	1683.0300000000002	438.6	4598.6	105.1	234.4	1119.6	4847.9
K06969	rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]	2720.75	25870.119999999995	2632.59	19851.77	6451.650000000001	4186.4	22922.7	3501.54	21200.17	1701.7	13332.51	1625.27	22483.27	5385.1	7150.57
K06970	rlmF; 23S rRNA (adenine1618-N6)-methyltransferase [EC:2.1.1.181]	296.15	1192.6	1663.2	2600.6	5395.969999999999	3172.0	4199.0	2034.85	1666.7	62.85	4969.6	82.85	3788.9	3207.1	4330.9
K06971	K06971; uncharacterized protein	4.0	3025.1	340.2	0.0	310.8	433.4	2085.2	77.2	192.0	898.6	911.1	2.0	435.2	195.0	6.0
K06972	PITRM1, PreP, CYM1; presequence protease [EC:3.4.24.-]	16963.5	11889.5	4978.35	966.0	3993.54	738.4	3216.2	626.7	4434.5	6141.9	4609.9	1471.0	5486.2	4916.0	4475.2
K06973	K06973; uncharacterized protein	2590.74	18885.35	753.2199999999999	14520.5	1016.34	982.32	16246.2	1276.53	8791.75	918.1	4766.77	594.1700000000001	17025.7	4230.83	481.0
K06975	K06975; uncharacterized protein	2883.99	4612.85	2104.2	16744.6	5842.469999999999	5488.17	16575.0	3323.93	8493.35	585.25	7053.3	579.85	23128.4	6169.93	5008.099999999999
K06976	K06976; uncharacterized protein	73.0	2295.6	351.2	65.5	551.8	16.5	805.0	133.67	11.0	15.27	185.1	85.0	47.0	40.0	174.67
K06977	K06977; uncharacterized protein	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.33	0.0	0.0	0.0	0.0	0.0	11.0
K06978	K06978; uncharacterized protein	290.48999999999995	4653.35	340.2	9864.0	310.8	0.42	1610.0	3.08	30.75	45.1	820.1	190.0	12.0	7.33	17.0
K06980	ygfZ; tRNA-modifying protein YgfZ	329.47	1450.6	1666.2	3076.6	5441.969999999999	3886.0	4202.0	1152.7700000000002	1690.0300000000002	496.67	4638.5	240.1	295.4	1203.6	5075.77
K06983	K06983; uncharacterized protein	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.33	0.0	0.0	0.0	0.0	0.0	11.0
K06985	K06985; aspartyl protease family protein	0.4	0.0	0.0	0.0	0.67	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	613.0
K06986	K06986; uncharacterized protein	2.0	0.0	0.0	0.0	0.67	0.0	0.0	1.5	3.0	7.0	0.0	0.0	2.0	0.0	613.0
K06987	K06987; uncharacterized protein	110.84	1227.0	0.0	939.5	267.91	14.34	3796.0	6.16	5598.84	5.0	1167.0	105.0	40.0	2.66	4635.2
K06988	fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]	356.4	36.0	156.0	115.0	126.47	1615.0	0.0	78.0	2.0	19.0	1.4	19.0	476.0	326.0	5314.599999999999
K06989	nadX, ASPDH; aspartate dehydrogenase [EC:1.4.1.21]	40.2	519.4000000000001	72.0	2315.0	4685.400000000001	27.8	813.8	27.4	669.3	488.0	1337.6999999999998	93.8	197.6	306.0	3002.4999999999995
K06990	MEMO1; MEMO1 family protein	9.42	134.25	0.0	0.0	0.0	0.42	0.0	3.08	1.42	0.0	0.0	3.0	0.0	1.33	0.0
K06991	K06991; uncharacterized protein	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	34.0	1.4	0.0	0.0	0.0	646.1999999999999
K06992	K06992; uncharacterized protein	1.67	0.0	0.0	0.0	0.67	0.0	0.0	0.0	20.33	14.4	28.9	0.0	0.0	0.0	677.2
K06994	K06994; putative drug exporter of the RND superfamily	472.0	45.0	182.85	197.0	198.54	1707.0	0.0	345.17	23.0	33.67	0.0	170.0	578.0	202.0	180.67
K06995	K06995; uncharacterized protein	0.8	0.0	0.0	0.0	2.01	6.0	0.0	18.0	6.0	49.4	0.0	0.0	0.0	2.0	1859.0
K06996	K06996; uncharacterized protein	96.76	11.0	8.0	2477.0	10.0	0.0	0.0	1013.75	3340.49	17.65	399.9	85.25	3556.5	2439.5	173.7
K06997	yggS, PROSC; PLP dependent protein	31894.98	38994.62	23795.75	24914.77	17862.98	17478.399999999998	21385.7	16547.21	11813.84	31745.77	22473.07	26365.93	36364.27	18805.1	25024.44
K06998	phzF; trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]	0.4	0.0	0.0	3.0	0.0	0.0	0.0	18.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
K06999	K06999; phospholipase/carboxylesterase	14324.47	6095.6	18160.2	9557.6	13327.14	15471.0	16320.0	13509.27	2066.03	24985.27	14720.6	23832.6	13357.4	9514.6	19703.57
K07000	K07000; uncharacterized protein	578.8	2385.2	3375.4	5654.2	10791.27	6344.0	8422.0	2155.53	3349.2000000000003	297.6	9227.7	220.2	472.8	2167.2000000000003	8530.999999999998
K07001	K07001; NTE family protein	1958.47	38192.4	3970.45	33445.7	7198.780000000001	7038.45	23266.2	6451.879999999999	6472.33	1556.7	13667.0	867.4	50431.2	14891.2	9363.3
K07002	K07002; uncharacterized protein	21.82	368.25	0.0	8.0	18.34	672.42	3.0	20.08	11.42	408.2	59.2	88.5	0.0	61.33	1020.6
K07003	K07003; uncharacterized protein	450.9	5564.5	74.5	573.0	317.68	478.4	6662.2	184.03	3167.5	555.5	1446.9	174.5	1074.2	26.0	2454.2
K07004	K07004; uncharacterized protein	157.67000000000002	23.0	183.0	23.0	0.0	26.0	54.5	1150.0	24.83	286.4	410.9	689.0	3726.0	135.0	108.2
K07005	K07005; uncharacterized protein	895.9200000000001	32086.6	5357.37	16372.0	4417.8	1244.9	5104.2	1730.45	12976.23	6058.6	7732.570000000001	1752.17	17074.7	4263.5	4455.0
K07006	K07006; uncharacterized protein	13526.0	5040.400000000001	16309.0	7515.0	12280.14	12375.55	46.8	12504.65	912.8	24899.6	10263.8	23457.8	13119.6	8391.0	20991.0
K07007	K07007; uncharacterized protein	18103.98	19439.14	8076.309999999999	5897.9400000000005	10902.86	5620.299999999999	25962.9	3140.15	9606.26	7453.6	11308.4	2875.42	7071.639999999999	6301.600000000001	11808.64
K07008	egtC; gamma-glutamyl hercynylcysteine S-oxide hydrolase [EC:3.5.1.118]	260.6	1422.6	1655.2	2600.6	5414.969999999999	3844.0	4202.0	1028.6	1674.7	475.0	4627.5	110.1	234.4	1109.6	4890.099999999999
K07009	K07009; uncharacterized protein	15837.92	5378.92	16970.18	6675.67	8257.54	14507.15	12867.7	13931.28	870.2500000000001	25255.67	10423.0	24550.660000000003	14074.37	8757.0	15483.34
K07010	K07010; putative glutamine amidotransferase	31976.59	20165.79	23121.56	7398.84	12961.94	15410.23	28238.2	15707.69	4630.41	32020.7	15687.2	26699.32	16145.54	13835.67	21254.34
K07011	K07011; uncharacterized protein	1660.16	37644.5	288.0	37875.0	407.0	30.84	12155.0	3142.91	6294.57	161.67000000000002	4054.3	794.0	35300.5	10621.16	746.67
K07012	cas3; CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 3.6.4.-]	29835.71	36383.3	23291.57	19391.6	12775.2	17843.19	11227.9	15216.98	7904.57	31627.77	21582.57	25702.97	21118.5	16298.26	20502.27
K07013	K07013; uncharacterized protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0
